name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"INDIRA GANDHI INTERNATIONAL, IN",2017-05-19,42,29.1,33.4,44.7,30.1,34.1,16.7,38.5,0.207,100,8.33,rain,0,0,46.4,27.7,221.6,1003.2,42.6,3.5,299,25.9,10,,2017-05-19T05:28:53,2017-05-19T19:07:38,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"42182099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2017-05-20,39,29.7,34.1,40,29.1,34.3,15.7,33.9,0,0,0,,0,0,35.3,22.1,260.6,1002.8,49.7,3.2,289.2,24.9,9,,2017-05-20T05:28:24,2017-05-20T19:08:13,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2017-05-21,39.2,26,32,42.7,26,32.7,17.1,43.1,0.374,100,4.17,rain,0,0,37.1,20.4,313,1002,39,2.8,296.9,25.7,10,,2017-05-21T05:27:57,2017-05-21T19:08:48,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"42182099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2017-05-22,30.4,26,27.8,31.3,26,28.5,18,55.6,0.2,100,8.33,rain,0,0,27.7,16.5,304.1,1005.5,69.3,2.9,273.1,23.6,9,,2017-05-22T05:27:30,2017-05-22T19:09:22,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"42182099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2017-05-23,40,24,32.9,41.2,24,33.4,17.2,43.2,0,0,0,,0,0,31.7,14.5,321,1004.6,23.8,3.8,286,24.8,10,,2017-05-23T05:27:05,2017-05-23T19:09:57,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2017-05-24,41.1,28.5,35.4,46.3,30.6,37.6,18.9,39.1,0,0,0,,0,0,19.8,14.5,108.9,1002.8,39,3.2,312.2,27.1,9,,2017-05-24T05:26:42,2017-05-24T19:10:31,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,VIDP,42139099999,42181099999,VIDD,remote"
"INDIRA GANDHI INTERNATIONAL, IN",2017-05-25,42.2,29.9,36,45.8,29.7,36.9,16.6,33.1,0,0,0,,0,0,27.7,14.6,290.5,1001.4,22.2,3.4,290.6,25.2,9,,2017-05-25T05:26:19,2017-05-25T19:11:04,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2017-05-26,45,30.3,37.9,45,32.6,38.9,16.3,30.5,0,0,0,,0,0,46.4,27.7,79.2,999.9,2.8,3.8,303.4,26.3,9,,2017-05-26T05:25:58,2017-05-26T19:11:38,0,Clear,Clear conditions throughout the day.,clear-day,"42182099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2017-05-27,41,30,34.5,48.5,30.3,37.2,19.3,41.3,0,0,0,,0,0,41.8,24.1,106.2,999.4,1.3,3.4,314.4,27.3,10,,2017-05-27T05:25:38,2017-05-27T19:12:11,0.05,Clear,Clear conditions throughout the day.,clear-day,"42182099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2017-05-28,38.2,26,31.8,42.5,26,34.8,21.2,55.1,1.242,100,8.33,rain,0,0,42.5,27.4,110.5,1000,26.8,4.2,301.7,26,10,,2017-05-28T05:25:20,2017-05-28T19:12:43,0.08,"Rain, Partially cloudy",Clearing in the afternoon with rain clearing later.,rain,"42182099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2017-05-29,33.9,23,29.1,38.1,23,31.2,21.1,63.7,5.066,100,8.33,rain,0,0,37.1,21.8,86.5,1000.7,44.4,2.9,298.8,26,9,,2017-05-29T05:25:03,2017-05-29T19:13:15,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"42182099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2017-05-30,38,26,31.8,40.5,26,33.9,20.3,53.3,0,0,0,,0,0,19.4,18.4,106,999.1,18.4,3.6,295.2,25.4,9,,2017-05-30T05:24:47,2017-05-30T19:13:47,0.15,Clear,Clear conditions throughout the day.,clear-day,"42182099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2017-05-31,34,25,29,38,25,31.6,21.9,66.7,8.088,100,4.17,rain,0,0,36.4,22.3,117.1,1000.9,47,3.2,258.7,22.3,9,,2017-05-31T05:24:33,2017-05-31T19:14:18,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42182099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2017-06-01,37,25.7,32.2,41.1,25.7,35.1,21.4,55.7,0,0,0,,0,0,30.6,20.2,280.6,1002.3,30.5,3.4,298.7,25.8,9,,2017-06-01T05:24:20,2017-06-01T19:14:48,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2017-06-02,42,27,34.6,43.8,28.9,36.6,19,44.3,0,0,0,,0,0,29.2,18,283.5,1002,0,3.2,319.9,27.8,10,,2017-06-02T05:24:08,2017-06-02T19:15:18,0.25,Clear,Clear conditions throughout the day.,clear-day,"42182099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2017-06-03,44,30.5,37.6,44,34,38.7,16.6,32.2,0,0,0,,0,0,37.4,18.6,285.8,999.6,0,4,324.4,28.1,10,,2017-06-03T05:23:58,2017-06-03T19:15:47,0.29,Clear,Clear conditions throughout the day.,clear-day,"42182099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2017-06-04,47.9,32.3,39.8,47.9,32.5,39.9,14.7,24.3,0,0,0,,0,0,40.7,22.3,276,998.5,0,3.8,320.3,27.9,10,,2017-06-04T05:23:49,2017-06-04T19:16:16,0.32,Clear,Clear conditions throughout the day.,clear-day,"42182099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2017-06-05,46,34.3,40,48.7,34.8,41.9,18.8,30.1,0,0,0,,0,0,46.4,27.5,270.6,999.1,0,3.9,302.3,26.2,9,,2017-06-05T05:23:42,2017-06-05T19:16:44,0.35,Clear,Clear conditions throughout the day.,clear-day,"42182099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2017-06-06,44,32.1,38.1,48.7,35.8,40.7,19.3,34.9,0,0,0,,0,0,38.9,20.6,259.5,1001.2,11.7,4.2,295.3,25.6,9,,2017-06-06T05:23:35,2017-06-06T19:17:11,0.39,Clear,Clear conditions throughout the day.,clear-day,"42182099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2017-06-07,37,27,31.7,41.9,28,34,20,51.2,0,0,0,,0,0,48.2,29.5,78,1005.4,42.3,3.8,235.5,20.3,7,,2017-06-07T05:23:30,2017-06-07T19:17:38,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2017-06-08,37.9,28,31.4,38.1,28.9,34.1,20.6,54,0.11,100,4.17,rain,0,0,33.5,22.2,63.9,1003.7,55.2,4.1,271.6,23.5,9,,2017-06-08T05:23:27,2017-06-08T19:18:04,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"42182099999,VIDP,42139099999,42181099999,VIDD,remote"
"INDIRA GANDHI INTERNATIONAL, IN",2017-06-09,39,27.9,32.9,42.7,30.8,36.2,21.2,51.6,0,0,0,,0,0,19.4,16.6,51,1002.3,52.2,3.3,285.4,24.9,9,,2017-06-09T05:23:25,2017-06-09T19:18:29,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2017-06-10,40.2,28.7,33.7,44.9,31.2,36.3,19.9,45.9,0,0,0,,0,0,46.4,28,271.4,1001.2,57.2,2.9,305.3,26.3,9,,2017-06-10T05:23:24,2017-06-10T19:18:53,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2017-06-11,38.5,26,32.3,40.3,26,33,17.3,42.8,0,0,0,,0,0,37.1,22.3,348.7,1001.3,25.2,3.4,286.2,24.8,9,,2017-06-11T05:23:24,2017-06-11T19:19:16,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2017-06-12,42,26.9,35.1,43.3,28.5,36.4,17.6,38,0,0,0,,0,0,40.7,22.3,313.5,999.4,8,3.8,309.3,26.8,9,,2017-06-12T05:23:26,2017-06-12T19:19:38,0.59,Clear,Clear conditions throughout the day.,clear-day,"42182099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2017-06-13,43,26.4,36.4,45.1,26.4,37.8,17.8,35.8,1.956,100,4.17,rain,0,0,40.7,25.7,269.9,998.9,43,3.5,294.6,25.6,9,,2017-06-13T05:23:28,2017-06-13T19:20:00,0.63,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"42182099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2017-06-14,42,29.9,34.6,47.5,30.1,35.5,17,36.1,0,0,0,,0,0,34.7,20.5,271.3,1000.9,28.9,3.6,289.5,24.9,9,,2017-06-14T05:23:33,2017-06-14T19:20:20,0.66,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"42182099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2017-06-15,41,29,34.8,42.8,29.2,36,17.3,36.8,0,0,0,,0,0,42.5,16.4,296.1,1001.3,36.3,3.2,275.5,23.8,9,,2017-06-15T05:23:38,2017-06-15T19:20:40,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2017-06-16,34.1,23,28.7,39.3,23,31,21.6,67.6,29.703,100,12.5,rain,0,0,37.1,18.4,125.7,1001.9,58.7,2.9,272.3,23.6,8,,2017-06-16T05:23:44,2017-06-16T19:20:59,0.73,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"42182099999,VIDP,42139099999,42181099999,VIDD,remote"
"INDIRA GANDHI INTERNATIONAL, IN",2017-06-17,30.7,26,28.5,36.5,26,31.6,22.5,70.3,0.077,100,4.17,rain,0,0,33.5,18.5,206.6,1001.7,70.2,2.9,260.3,22.5,8,,2017-06-17T05:23:52,2017-06-17T19:21:16,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"42182099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2017-06-18,36,25.9,31,43.6,25.9,36,23.5,65.2,0.587,100,4.17,rain,0,0,33.5,22.2,255.8,1000.2,38.1,2.8,251.4,21.7,8,,2017-06-18T05:24:01,2017-06-18T19:21:33,0.8,"Rain, Partially cloudy",Clearing in the afternoon with early morning rain.,rain,"42182099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2017-06-19,37.1,26,31.5,48.6,26,37.7,24.7,69,0.746,100,12.5,rain,0,0,46.4,21.6,285.8,998.2,57.7,2.9,265.2,23.1,8,,2017-06-19T05:24:11,2017-06-19T19:21:48,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"42182099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2017-06-20,32.7,24,27.5,37.8,24,29.7,23.2,78.9,12.132,100,12.5,rain,0,0,39.2,18.4,63.9,999.9,55.8,3.2,194.8,16.8,7,,2017-06-20T05:24:22,2017-06-20T19:22:02,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"42182099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2017-06-21,32.9,24.7,28.7,40.2,24.7,32.5,24.1,76.7,0.792,100,12.5,rain,0,0,34.6,22.3,20.8,1000.1,56.9,2.8,192.2,16.8,7,,2017-06-21T05:24:35,2017-06-21T19:22:15,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"42182099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2017-06-22,33.8,26.5,30.3,39.5,26.5,34.6,23.3,67,0.066,100,4.17,rain,0,0,34.9,20.5,283,1001.1,36.9,3.2,249.7,21.6,8,,2017-06-22T05:24:48,2017-06-22T19:22:27,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42182099999,VIDP,42139099999,42181099999,VIDD,remote"
"INDIRA GANDHI INTERNATIONAL, IN",2017-06-23,36.1,27.7,32,42.2,31.7,36.8,23.3,61.7,0,0,0,,0,0,28.1,14.8,312.5,1000.9,27,3.3,271,23.5,9,,2017-06-23T05:25:02,2017-06-23T19:22:38,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2017-06-24,38,28.3,33.7,47.4,32.2,39.8,23.7,56.9,0,0,0,,0,0,22,11,51.4,998.7,20.1,3.4,271.7,23.5,8,,2017-06-24T05:25:18,2017-06-24T19:22:48,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2017-06-25,40,30.3,35.2,47.9,36.9,43,24.6,55.9,0,0,0,,0,0,25.6,14.6,94.5,998.4,26.7,3.5,263.6,22.7,8,,2017-06-25T05:25:34,2017-06-25T19:22:56,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2017-06-26,38.6,31,34.6,53.6,36.6,44,25.6,60.4,0.1,100,4.17,rain,0,0,30.2,18.4,92.3,999.6,33.8,3.6,230.6,19.9,8,,2017-06-26T05:25:52,2017-06-26T19:23:03,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"42182099999,VIDP,42139099999,42181099999,VIDD,remote"
"INDIRA GANDHI INTERNATIONAL, IN",2017-06-27,40.4,31,34.9,50.4,39.4,44.8,26,60.7,0.2,100,4.17,rain,0,0,37.1,18.4,92.3,999.3,47.2,3.5,244.5,21.1,8,,2017-06-27T05:26:10,2017-06-27T19:23:09,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"42182099999,VIDP,42139099999,42181099999,VIDD,remote"
"INDIRA GANDHI INTERNATIONAL, IN",2017-06-28,34,25.7,29.3,42.2,25.7,34.3,25.1,79.3,17.352,100,12.5,rain,0,0,37.8,18.4,22.7,1000.6,81.8,2.9,164.9,14.2,6,,2017-06-28T05:26:30,2017-06-28T19:23:14,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42182099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2017-06-29,30,25,27.8,37.5,25,32.5,25.6,87.8,13.119,100,12.5,rain,0,0,31.3,16.3,104.3,1000.5,85.6,2.4,120,10.4,5,,2017-06-29T05:26:50,2017-06-29T19:23:17,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42182099999,VIDP,42139099999,42181099999,VIDD,remote"
"INDIRA GANDHI INTERNATIONAL, IN",2017-06-30,31.6,26.3,27.7,41.8,26.3,32.5,26.2,91.9,23.732,100,16.67,rain,0,0,22.7,14.3,101.1,998.1,76.9,2.2,178.1,15.2,8,,2017-06-30T05:27:11,2017-06-30T19:23:19,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42182099999,VIDP,42181099999,VIDD,remote"
"INDIRA GANDHI INTERNATIONAL, IN",2017-07-01,35,26.2,29.4,48.8,26.2,36.7,26.8,86.6,24.912,100,12.5,rain,0,0,20.5,22.3,147.8,996.7,72.1,2.3,198.4,17.3,8,,2017-07-01T05:27:33,2017-07-01T19:23:20,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42182099999,VIDP,42139099999,42181099999,VIDD,remote"
"INDIRA GANDHI INTERNATIONAL, IN",2017-07-02,30.2,26,28.2,39.1,26,34.2,26.5,90.6,24.538,100,8.33,rain,0,0,25.6,14.8,100.7,997.9,76.2,2.3,117.7,10.4,5,,2017-07-02T05:27:56,2017-07-02T19:23:20,0.27,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"42182099999,VIDP,42139099999,42181099999,VIDD,remote"
"INDIRA GANDHI INTERNATIONAL, IN",2017-07-03,35.1,26.7,31.4,51,30.4,40.5,26.7,77.4,0,0,0,,0,0,22.7,14.4,296.7,998.2,51.7,2.9,215.1,18.4,8,,2017-07-03T05:28:19,2017-07-03T19:23:18,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,VIDP,42139099999,42181099999,VIDD,remote"
"INDIRA GANDHI INTERNATIONAL, IN",2017-07-04,36,27.9,32.3,48.4,32.3,41.7,26.4,71.8,0.022,100,4.17,rain,0,0,46.1,22.1,261,996.6,47.5,4.3,267.7,23.1,9,,2017-07-04T05:28:43,2017-07-04T19:23:14,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"42182099999,VIDP,42139099999,42181099999,VIDD,remote"
"INDIRA GANDHI INTERNATIONAL, IN",2017-07-05,34.9,29.3,32.3,45.2,34.6,39.9,25.2,66.4,0.1,100,4.17,rain,0,0,35.6,14.9,256.7,997.7,61.9,3.9,294.5,25.3,9,,2017-07-05T05:29:08,2017-07-05T19:23:10,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"42182099999,VIDP,42139099999,42181099999,VIDD,remote"
"INDIRA GANDHI INTERNATIONAL, IN",2017-07-06,35,26,30.7,48.8,26,37.5,25.1,72.9,6.044,100,8.33,rain,0,0,35.3,16.6,120.3,1000,67.4,3.3,200.6,17.3,8,,2017-07-06T05:29:34,2017-07-06T19:23:04,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"42182099999,VIDP,42139099999,42181099999,VIDD,remote"
"INDIRA GANDHI INTERNATIONAL, IN",2017-07-07,36,26,30.5,46.3,26,37,25.5,75.7,0.22,100,4.17,rain,0,0,33.8,14.6,74.8,1001.3,66,3.2,195.3,16.9,7,,2017-07-07T05:30:01,2017-07-07T19:22:56,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"42182099999,VIDP,42139099999,42181099999,VIDD,remote"
"INDIRA GANDHI INTERNATIONAL, IN",2017-07-08,36.8,28.7,32.7,46.8,34.6,40.6,25.3,66.2,0,0,0,,0,0,37.8,16.5,309.2,1001.3,49.4,3.6,271.4,23.6,8,,2017-07-08T05:30:28,2017-07-08T19:22:48,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,VIDP,42139099999,42181099999,VIDD,remote"
"INDIRA GANDHI INTERNATIONAL, IN",2017-07-09,39,30.5,34.6,47.2,36.3,41.8,24.2,56.1,0,0,0,,0,0,38.5,15.4,279.2,1000,48.4,4,258.2,22.3,8,,2017-07-09T05:30:55,2017-07-09T19:22:38,0.5,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"42182099999,VIDP,42139099999,42181099999,VIDD,remote"
"INDIRA GANDHI INTERNATIONAL, IN",2017-07-10,38,31,34.4,45.3,34.6,40.6,23.5,53.8,0.004,100,4.17,rain,0,0,33.5,17.6,280.6,1000.3,51.4,4,249.6,21.6,9,,2017-07-10T05:31:23,2017-07-10T19:22:26,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"42182099999,VIDP,42139099999,42181099999,VIDD,remote"
"INDIRA GANDHI INTERNATIONAL, IN",2017-07-11,36.2,27,30.4,46,30.6,36.6,25.1,74.5,0.484,100,4.17,rain,0,0,31,14.4,126,1001.1,73.4,4,217.8,18.8,8,,2017-07-11T05:31:52,2017-07-11T19:22:13,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42182099999,VIDP,42139099999,42181099999,VIDD,remote"
"INDIRA GANDHI INTERNATIONAL, IN",2017-07-12,33,25.9,29.1,42.1,25.9,34.6,25.6,82,9.846,100,4.17,rain,0,0,31,18.4,129.7,1002.4,72.9,3.4,110.9,9.6,4,,2017-07-12T05:32:21,2017-07-12T19:21:59,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"42182099999,VIDP,42139099999,42181099999,VIDD,remote"
"INDIRA GANDHI INTERNATIONAL, IN",2017-07-13,34.1,27,30.6,43.1,30.6,36.8,24.9,72.3,0.2,100,8.33,rain,0,0,37.4,20.5,93.3,1001.5,51.7,4.2,225.1,19.4,7,,2017-07-13T05:32:51,2017-07-13T19:21:43,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42182099999,VIDP,42139099999,42181099999,VIDD,remote"
"INDIRA GANDHI INTERNATIONAL, IN",2017-07-14,36,28.4,31.7,45.1,33.5,39.1,25.3,69.7,0,0,0,,0,0,37.8,18.2,93.9,1000.9,46,3.8,234.2,20.2,7,,2017-07-14T05:33:21,2017-07-14T19:21:26,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,VIDP,42139099999,42181099999,VIDD,remote"
"INDIRA GANDHI INTERNATIONAL, IN",2017-07-15,35,28.1,30.8,45.1,33.8,38.9,26.2,76.8,0.11,100,4.17,rain,0,0,34.2,21.7,100.4,1001,48.4,3.7,219.5,19,7,,2017-07-15T05:33:51,2017-07-15T19:21:07,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"42182099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2017-07-16,36,28.7,31.7,47.3,35.6,41.3,26.8,76,0,0,0,,0,0,31,14.6,102.6,1000.4,59.9,3,208.6,18,8,,2017-07-16T05:34:22,2017-07-16T19:20:47,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2017-07-17,33,27.9,29.6,43.9,32.8,37.4,26.5,83.7,2.396,100,4.17,rain,0,0,33.5,18.2,81.8,1000.9,65.5,2.9,198.8,17.3,6,,2017-07-17T05:34:54,2017-07-17T19:20:26,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42182099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2017-07-18,37,27,32.3,47.7,31.3,40.9,26.3,72.6,1.9,100,4.17,rain,0,0,28.8,12.9,103.4,1000.7,60.7,3.5,222.6,19.2,8,,2017-07-18T05:35:25,2017-07-18T19:20:04,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"42182099999,VIDP,42139099999,42181099999,VIDD,remote"
"INDIRA GANDHI INTERNATIONAL, IN",2017-07-19,38,29.3,33.4,50.9,36.4,43.4,26.5,68.2,0.978,100,4.17,rain,0,0,19.8,12.8,70.8,999.6,49.4,3.1,242.2,21,8,,2017-07-19T05:35:57,2017-07-19T19:19:39,0.85,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"42182099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2017-07-20,34,26,30.2,45.2,26,37.2,26.2,80.1,7.572,100,16.67,rain,0,0,33.5,14.8,88.1,998.9,63.7,3.2,179.9,15.8,6,,2017-07-20T05:36:29,2017-07-20T19:19:14,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"42182099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2017-07-21,36,28.5,31.8,46.4,33,40.3,26.1,72.7,0,0,0,,0,0,47.2,18.8,80.8,998.9,54.8,3.9,250.5,21.6,8,,2017-07-21T05:37:02,2017-07-21T19:18:47,0.92,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2017-07-22,33.1,27,29.4,44.2,31.3,35.6,25.6,80.8,7.912,100,12.5,rain,0,0,41.8,20.5,91.7,999.3,72.6,3.5,172.4,15,7,,2017-07-22T05:37:34,2017-07-22T19:18:19,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42182099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2017-07-23,33.3,26.7,29.1,44,30.3,35.5,26.3,86,12.154,100,12.5,rain,0,0,51.1,21.9,95,998.4,76.5,2.9,210.3,18.1,8,,2017-07-23T05:38:07,2017-07-23T19:17:50,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"42182099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2017-07-24,32.8,26.9,29,40.4,30.6,35.4,26.1,84.7,5.934,100,12.5,rain,0,0,42.8,18.3,103.4,997.9,78.1,3,169,14.6,6,,2017-07-24T05:38:40,2017-07-24T19:17:19,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42182099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2017-07-25,32.6,26.7,28.8,45.1,30.5,35.2,26.2,86.7,9.802,100,12.5,rain,0,0,33.8,16.6,95.7,998.1,74.2,2.8,186.9,16.1,6,,2017-07-25T05:39:13,2017-07-25T19:16:47,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42182099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2017-07-26,34.1,26.7,30.4,44.2,30.2,37.4,25.9,77.9,0,0,0,,0,0,35.3,18.4,113.3,1000.4,60.8,3.2,201,17.4,7,,2017-07-26T05:39:47,2017-07-26T19:16:14,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,VIDP,42139099999,42181099999,VIDD"
